ID,Address,Name,Gender,Age,Average Dollar,Latitude,Longitude
1054,"1100 Macy DR Roswell, GA 30076",Delta Dennis,female,18,176,34.0481690963,-84.35773716
1055,"8007 Parker PL Roswell, GA 30076",Izetta Gates,female,31,426,34.0509285558,-84.3597055321
1056,"8085 Parker PL Roswell, GA 30076",Frank Carr,male,42,401,34.0505325611,-84.3597942295
1057,"1225 Falstaff DR Roswell, GA 30076",Alejandro Smith,male,20,590,34.0521017238,-84.3489098391
1058,"8543 Parker PL Roswell, GA 30076",Agustin Mendoza,male,53,490,34.0498230018,-84.3602282569
1059,"128 Houze WAY Roswell, GA 30076",Tyree Velazquez,male,69,550,34.0509347755,-84.3586285767
1060,"8339 Parker PL Roswell, GA 30076",Wilmer Stewart,male,56,495,34.0505340854,-84.3605395515
1061,"126 Bent Grass DR Roswell, GA 30076",Kelsie Rios,female,59,111,34.043538967,-84.355285842
1062,"8056 Parker PL Roswell, GA 30076",Val Espinoza,female,50,80,34.0506168591,-84.3597767531
1063,"3011 Lancaster SQ Roswell, GA 30076",Shaunta Pace,female,34,614,34.0512947641,-84.3545363451
1064,"18 Houze WAY Roswell, GA 30076",Misha Melton,female,10,620,34.0514636505,-84.3605243498
1065,"117 Bent Grass DR Roswell, GA 30076",Tod Singleton,male,49,220,34.04329547,-84.3551933867
1066,"548 Houze WAY Roswell, GA 30076",Zenobia Hampton,female,32,664,34.0468571803,-84.3443121395
1067,"827 Windsor TRL Roswell, GA 30076",Barrett Rocha,male,55,164,34.0441477842,-84.3487525639
1068,"848 Windsor TRL Roswell, GA 30076",Arcelia Johnson,female,59,304,34.0445053696,-84.3488674361
1069,"2038 Lancaster SQ Roswell, GA 30076",Shawnna Boyer,female,46,569,34.0533559146,-84.3544685818
1070,"8092 Parker PL Roswell, GA 30076",Yuk Douglas,female,33,630,34.0505122133,-84.359798448
1071,"514 Houze WAY Roswell, GA 30076",Marcus Gates,male,19,622,34.0472328024,-84.3452313332
1072,"833 Windsor TRL Roswell, GA 30076",Refugio Mullins,male,8,140,34.0442572491,-84.3487525639
1073,"304 Bent Grass DR Roswell, GA 30076",Noella Griffin,female,56,317,34.0448016621,-84.352081826
1074,"8640 Parker PL Roswell, GA 30076",Bob Medina,male,36,338,34.0497275251,-84.3600825
1075,"504 Houze WAY Roswell, GA 30076",Sherise Franks,female,38,323,34.0473859954,-84.3456266111
1076,"428 Robin CT Roswell, GA 30076",Ngoc Buckner,female,50,569,34.0473885395,-84.3497244452
1077,"333 Robin CT Roswell, GA 30076",Chase Page,male,38,145,34.0476568356,-84.3510241091
1078,"8365 Parker PL Roswell, GA 30076",Lynwood Dalton,male,64,907,34.050537126,-84.3606520529
1079,"938 Windsor TRL Roswell, GA 30076",Kristel Fields,female,21,729,34.0458690013,-84.3499871625
1080,"326 Crossville CT Roswell, GA 30076",Ruben Miles,male,50,516,34.0412931156,-84.3506475351
1081,"1174 Falstaff DR Roswell, GA 30076",Gilbert Juarez,male,49,251,34.0515014238,-84.3491326579
1082,"1208 Falstaff DR Roswell, GA 30076",Damon Ramos,male,28,554,34.0519607421,-84.3490709431
1083,"924 Windsor TRL Roswell, GA 30076",Heath Whitfield,male,33,486,34.045797203,-84.3492027778
1084,"2001 Lancaster SQ Roswell, GA 30076",Buck Rush,male,25,312,34.0512947641,-84.3545363451
1085,"8169 Parker PL Roswell, GA 30076",Gwenn Hoffman,female,17,487,34.0499988115,-84.3598103257
1086,"441 Robin CT Roswell, GA 30076",Elfrieda Nelson,female,5,320,34.0472146919,-84.3495943649
1087,"242 Bent Grass DR Roswell, GA 30076",Perry Diaz,male,65,422,34.0448131282,-84.3537274642
1088,"1232 Falstaff DR Roswell, GA 30076",Loida Beach,female,47,297,34.0522757147,-84.3489634372
1089,"8348 Parker PL Roswell, GA 30076",Jacinda Jordan,female,8,499,34.0505351379,-84.3605784943
1090,"408 Putting Green LN Roswell, GA 30076",Jesse Mercer,male,25,140,34.0436835959,-84.3486871992
1091,"223 Houze WAY Roswell, GA 30076",Vern Levy,male,55,108,34.0501171249,-84.3539838838
1092,"521 Houze WAY Roswell, GA 30076",Meghann Coleman,female,22,332,34.0467839053,-84.3445010116
1093,"1224 Falstaff DR Roswell, GA 30076",Beatris Chandler,female,46,334,34.0521756421,-84.3490062393
1094,"612 Houze WAY Roswell, GA 30076",Larisa Byrd,female,31,408,34.0465829992,-84.3426824992
1095,"8245 Parker PL Roswell, GA 30076",Micheal Houston,female,61,364,34.0505230925,-84.360132816
1096,"303 Bent Grass DR Roswell, GA 30076",Raleigh Forbes,male,64,436,34.0446638475,-84.3520989297
1097,"600 Macy DR Roswell, GA 30076",Michale Hensley,male,38,524,34.0477194193,-84.3581931542
1098,"420 Houze WAY Roswell, GA 30076",Michale Alford,male,47,687,34.0486432254,-84.3489921598
1099,"346 Barkshire LN Roswell, GA 30076",Cecil Ball,male,19,589,34.0532937832,-84.3511853185
1100,"1200 Falstaff DR Roswell, GA 30076",Morgan Burks,male,33,480,34.0525155951,-84.3488300238
1101,"815 Windsor TRL Roswell, GA 30076",Jared Stevens,male,43,283,34.0439288543,-84.3487525639
1102,"826 Windsor TRL Roswell, GA 30076",Tyson Huffman,male,34,272,34.0441240668,-84.3488674361
1103,"8632 Parker PL Roswell, GA 30076",Zulma Meyer,female,40,476,34.0496849982,-84.3601130837
1104,"1024 Lancaster SQ Roswell, GA 30076",Brice Daniel,male,58,245,34.0514760842,-84.3558129942
1105,"223 Bent Grass DR Roswell, GA 30076",Takisha Carroll,female,6,218,34.0446767841,-84.3541899852
1106,"221 Houze WAY Roswell, GA 30076",Tashina Shields,female,51,312,34.0501178274,-84.3540256826
1107,"8355 Parker PL Roswell, GA 30076",Nathanial Moreno,male,24,417,34.0505359565,-84.3606087831
1108,"307 Houze WAY Roswell, GA 30076",Helaine Rutledge,female,11,645,34.0500620629,-84.352246495
1109,"823 Windsor TRL Roswell, GA 30076",Frederic Harmon,male,12,118,34.0440748075,-84.3487525639
1110,"1207 Falstaff DR Roswell, GA 30076",Clifton Burch,male,29,291,34.0518715229,-84.3489734313
1111,"322 Crossville CT Roswell, GA 30076",Gaston Langley,male,23,207,34.0411670201,-84.3506554161
1112,"118 Houze WAY Roswell, GA 30076",Marc Harding,male,35,378,34.050968836,-84.3587501257
1113,"1112 Falstaff DR Roswell, GA 30076",Kittie Pope,female,45,652,34.0492679244,-84.3489876786
1114,"8091 Parker PL Roswell, GA 30076",Khalilah Drake,female,25,755,34.0505151201,-84.3597978453
1115,"300 Barkshire LN Roswell, GA 30076",Lakenya Vaughan,female,28,176,34.0533218829,-84.3521184639
1116,"328 Houze WAY Roswell, GA 30076",Otha Massey,male,6,222,34.0500754847,-84.3517740974
1117,"8010 Parker PL Roswell, GA 30076",Youlanda Head,female,17,851,34.0508856639,-84.3597404806
1118,"833 Saddle Ridge TRCE Roswell, GA 30076",Carson Tanner,male,7,240,34.0709291735,-84.3439912163
1119,"731 Rounsaville RD Roswell, GA 30076",Paz Bernard,female,26,420,34.0643298572,-84.3515305647
1120,"1000 Saddle Lake CT Roswell, GA 30076",Hermine Moses,female,36,150,34.067635416,-84.3528943568
1121,"218 Saddle Horn CIR Roswell, GA 30076",Granville Garrison,male,59,158,34.0659608409,-84.3572476638
1122,"100 Canter CT Roswell, GA 30076",Trang Velazquez,female,65,271,34.0642234827,-84.3593403877
1123,"800 Saddle Ridge CT Roswell, GA 30076",Sebastian Dudley,male,15,479,34.0711086103,-84.3440004204
1124,"530 Saddle Creek DR Roswell, GA 30076",Shawanda Pena,female,53,247,34.0695849265,-84.3493837102
1125,"839 Saddle Ridge TRCE Roswell, GA 30076",Wilbur Leach,male,13,252,34.0708847692,-84.3439919954
1126,"403 Saddle Horn CIR Roswell, GA 30076",Leonida Bowers,female,53,665,34.0626771232,-84.3573395137
1127,"919 Saddle Ridge TRCE Roswell, GA 30076",Valentine Merrill,female,64,366,34.0703078719,-84.3440305284
1128,"8602 Hope Vine Roswell, GA 30076",Brain Forbes,male,32,325,34.0677150163,-84.3597645374
1129,"404 Saddle Creek DR Roswell, GA 30076",Jc Chan,male,5,351,34.0697799096,-84.348642827
1130,"210 Saddle Horn CIR Roswell, GA 30076",Simon Padilla,male,55,91,34.065945086,-84.3573004445
1131,"642 Rounsaville RD Roswell, GA 30076",Muoi Grant,female,13,392,34.06571692,-84.3552377261
1132,"102 Rounsaville CT Roswell, GA 30076",Randell Lynn,male,67,107,34.0670772512,-84.3602895635
1133,"100 Hunters Ridge CT Roswell, GA 30076",Isaias Snow,male,19,265,34.0695276181,-84.3463768798
1134,"348 Saddle Creek LN Roswell, GA 30076",Carlo Ross,male,30,90,34.0675876438,-84.3452046989
1135,"126 Harness TRL Roswell, GA 30076",Kindra Wilkins,female,12,306,34.0626382603,-84.3515969944
1136,"901 Saddle Ridge TRCE Roswell, GA 30076",Luciano Watts,male,34,731,34.0704305551,-84.3440068694
1137,"429 Saddle Lake DR Roswell, GA 30076",Rigoberto Galloway,male,6,388,34.0658852917,-84.3508659097
1138,"446 Saddle Lake DR Roswell, GA 30076",Lady Munoz,female,24,573,34.0663194677,-84.350697487
1139,"731 Saddle Ridge TRCE Roswell, GA 30076",Edmundo Bryan,male,26,311,34.0722376368,-84.3467049974
1140,"702 Saddle Ridge TRCE Roswell, GA 30076",Ethan Flynn,male,48,472,34.0723914274,-84.3484627928
1141,"640 Rounsaville RD Roswell, GA 30076",Walter Wilkins,male,46,636,34.0656928929,-84.3552550342
1142,"527 Saddle Creek DR Roswell, GA 30076",Rosendo French,male,51,331,34.069711371,-84.349426356
1143,"830 Saddle Ridge TRCE Roswell, GA 30076",Rogelio Head,male,53,143,34.0720024169,-84.3439912788
1144,"313 Saddle Creek DR Roswell, GA 30076",Freddy Waters,male,13,300,34.069870253,-84.3450575652
1145,"100 Bridle Trail CT Roswell, GA 30076",Ignacia Green,female,40,378,34.0708381377,-84.3486234924
1146,"249 Hedge Row HOLW Roswell, GA 30076",Dylan Porter,male,51,559,34.0640089662,-84.3555343619
1147,"148 Rounsaville CT Roswell, GA 30076",Laurice Cooke,female,22,207,34.0668861447,-84.3602928584
1148,"534 Saddle Lake DR Roswell, GA 30076",Donny Cantrell,male,37,552,34.0678497284,-84.3514974045
1149,"134 Saddle Lake DR Roswell, GA 30076",Andreas Davidson,male,48,181,34.0700610896,-84.352203182
1150,"629 Saddle Ridge TRCE Roswell, GA 30076",Shaneka Mcfarland,female,45,578,34.071028248,-84.3490275164
1151,"113 Saddle Creek DR Roswell, GA 30076",Austin Booker,male,18,322,34.0663788579,-84.3472817501
1152,"168 Glenclairn CT Roswell, GA 30076",Krissy Wise,female,38,74,34.0674636107,-84.3528198703
1153,"611 Rounsaville RD Roswell, GA 30076",Demetrius Mcintyre,male,5,511,34.0663555378,-84.3563894978
1154,"118 Saddle Creek DR Roswell, GA 30076",Cornelius Young,male,20,239,34.0665498604,-84.3470102665
1155,"200 Glenclairn CT Roswell, GA 30076",Jules French,male,39,692,34.0667203958,-84.3523135168
1156,"8605 Hope Vine Roswell, GA 30076",Neely Lambert,female,59,341,34.0678539112,-84.359543373
1157,"725 Saddle Creek CIR Roswell, GA 30076",Gearldine Harris,female,18,214,34.0642573729,-84.344078991
1158,"103 Saddle Creek DR Roswell, GA 30076",Kareem Young,male,44,182,34.0662167136,-84.3477011988
1159,"8640 Hope Vine Roswell, GA 30076",Harland Lindsay,male,24,553,34.0680840166,-84.3585652072
1160,"112 Rounsaville CT Roswell, GA 30076",Salvatore Moran,male,54,417,34.0670357063,-84.3602902797
1161,"243 Hedge Row HOLW Roswell, GA 30076",Hung Berger,male,50,189,34.0638510878,-84.3554402347
1162,"501 Rounsaville RD Roswell, GA 30076",Arturo Mcfadden,male,38,569,34.0670810353,-84.3608109521
1163,"421 Saddle Creek CIR Roswell, GA 30076",Mireille Melton,female,55,234,34.0690020966,-84.3498066471
1164,"422 Saddle Creek DR Roswell, GA 30076",Afton Savage,female,65,207,34.0697768841,-84.3487608211
1165,"454 Saddle Horn CIR Roswell, GA 30076",Richard Mcpherson,male,17,512,34.0627987874,-84.3545393167
1166,"100 Corral CT Roswell, GA 30076",Taylor Hull,male,43,55,34.0625427699,-84.3507978863
1167,"447 Saddle Lake DR Roswell, GA 30076",Krystin Armstrong,female,13,199,34.0662139034,-84.3505939988
1168,"319 Saddle Creek LN Roswell, GA 30076",Kristel Clemons,female,35,45,34.067546619,-84.3458488705
1169,"729 Saddle Creek CIR Roswell, GA 30076",Despina Guy,female,16,526,34.0643598546,-84.3440781298
1170,"232 Saddle Horn CIR Roswell, GA 30076",Cathey Mcknight,female,61,176,34.0656239853,-84.3578482087
1171,"424 Saddle Creek DR Roswell, GA 30076",Tanja Downs,female,28,248,34.0697765479,-84.3487739315
1172,"8617 Hope Vine Roswell, GA 30076",Lupe Whitley,male,53,261,34.0677543978,-84.3595889053
1173,"214 Saddle Lake DR Roswell, GA 30076",Gricelda Webb,female,68,128,34.0696740536,-84.3544295499
1174,"633 Saddle Creek CIR Roswell, GA 30076",Kristofer Emerson,male,43,168,34.0633132673,-84.3456142215
1175,"619 Rounsaville RD Roswell, GA 30076",Kelsi Ware,female,24,406,34.0661696264,-84.3561196265
1176,"733 Saddle Ridge TRCE Roswell, GA 30076",Jake Ayala,male,66,239,34.0722368961,-84.3466223136
1177,"245 Saddle Creek DR Roswell, GA 30076",Nolan Mcintyre,male,16,292,34.0681764133,-84.3439702921
1178,"231 Saddle Creek LN Roswell, GA 30076",Melodi Gross,female,48,122,34.067416619,-84.3478577687
1179,"403 Saddle Creek CIR Roswell, GA 30076",Hayden Hubbard,male,34,177,34.0696520878,-84.3499822711
1180,"639 Saddle Creek CIR Roswell, GA 30076",Ivan Dawson,male,42,654,34.063167624,-84.3455050689
1181,"222 Hedge Row HOLW Roswell, GA 30076",Randolph Gonzalez,male,63,497,34.0633453687,-84.3554140245
1182,"100 Saddle Creek CT Roswell, GA 30076",Arlen Mccormick,male,42,229,34.0678769101,-84.3476269431
1183,"545 Saddle Creek CIR Roswell, GA 30076",Sheridan Stuart,female,40,339,34.0648383688,-84.3466459107
1184,"717 Saddle Ridge TRCE Roswell, GA 30076",Shannon Diaz,male,53,565,34.0722428219,-84.3472837843
1185,"802 Saddle Ridge TRCE Roswell, GA 30076",Gregory Barnett,male,13,63,34.072360962,-84.3450620867
1186,"809 Saddle Ridge TRCE Roswell, GA 30076",Francisco Mcmillan,female,8,193,34.0716386201,-84.3439861392
1187,"207 Saddle Creek LN Roswell, GA 30076",Cornelius Buckley,male,13,894,34.0671376837,-84.34845007
1188,"114 Saddle Lake DR Roswell, GA 30076",Vennie Valentine,female,26,589,34.0695571454,-84.3519431058
1189,"515 Saddle Lake DR Roswell, GA 30076",Margherita Waller,female,21,603,34.0685000039,-84.3516205441
1190,"115 Harness TRL Roswell, GA 30076",Trevor Valenzuela,male,10,116,34.0628260308,-84.3519137752
1191,"407 Saddle Creek CIR Roswell, GA 30076",Sana Sutton,female,24,179,34.0695485667,-84.349955789
1192,"603 Rounsaville RD Roswell, GA 30076",Cedric Lawson,male,13,271,34.0665181332,-84.3566704568
1193,"524 Rounsaville RD Roswell, GA 30076",Synthia Goodwin,female,17,598,34.0672086734,-84.360049205
1194,"926 Saddle Ridge TRCE Roswell, GA 30076",Xiao Cantrell,female,46,146,34.0704105946,-84.3438932103
1195,"8649 Hope Vine Roswell, GA 30076",Francina Johnston,female,58,412,34.0680840166,-84.3581156929
1196,"601 Rounsaville RD Roswell, GA 30076",Glinda Delacruz,female,21,428,34.0665578361,-84.3567439073
1197,"221 Saddle Lake DR Roswell, GA 30076",Ta Daniel,female,40,521,34.0696213967,-84.3546315099
1198,"318 Saddle Horn CIR Roswell, GA 30076",Wilfredo Glover,male,63,276,34.0634380292,-84.3596416522
1199,"316 Saddle Creek CIR Roswell, GA 30076",Cheree Lawson,female,25,387,34.0717541961,-84.3509956446
1200,"621 Rounsaville RD Roswell, GA 30076",Gerry Valencia,male,10,426,34.0661231486,-84.3560521587
1201,"726 Saddle Ridge TRCE Roswell, GA 30076",Moises Keith,male,8,336,34.0723841157,-84.3476466233
1202,"617 Saddle Ridge TRCE Roswell, GA 30076",Huong Jacobson,female,25,105,34.0705898373,-84.3487906921
1203,"216 Saddle Lake DR Roswell, GA 30076",Julian Webb,female,14,304,34.0696413724,-84.3544624338
1204,"352 Saddle Lake DR Roswell, GA 30076",Larraine Gardner,female,32,402,34.0660284641,-84.3531665005
1205,"823 Saddle Ridge TRCE Roswell, GA 30076",Garland Shields,male,42,103,34.0711569753,-84.3439923142
1206,"126 Saddle Creek DR Roswell, GA 30076",Dann Woods,female,16,640,34.0665272171,-84.3466094605
1207,"845 Saddle Ridge TRCE Roswell, GA 30076",Apolonia Gallegos,female,59,453,34.0704193725,-84.3439865475
1208,"346 Saddle Creek DR Roswell, GA 30076",Dierdre Harding,female,52,232,34.0697522482,-84.3468030599
1209,"520 Saddle Lake DR Roswell, GA 30076",Laurence Jacobs,female,66,319,34.0685079889,-84.3516939265
1210,"736 Rounsaville RD Roswell, GA 30076",Sari Walsh,female,10,787,34.0644974617,-84.3513195338
1211,"513 Saddle Creek CIR Roswell, GA 30076",Giovanni Burt,male,13,119,34.065846172,-84.3476550604
1212,"446 Saddle Horn CIR Roswell, GA 30076",Freddie Rhodes,male,46,88,34.0627932479,-84.3547304285
1213,"132 Glenclairn CT Roswell, GA 30076",Zonia Cohen,female,57,181,34.0682314448,-84.3530982541
1214,"615 Rounsaville RD Roswell, GA 30076",Benton Woodard,male,42,86,34.0662311582,-84.3561485496
1215,"302 Saddle Creek DR Roswell, GA 30076",Lacresha Burgess,female,36,334,34.0696615505,-84.3443854063
1216,"141 Saddle Lake DR Roswell, GA 30076",Cathey Moody,female,37,317,34.0702695642,-84.3522393151
1217,"749 Rounsaville RD Roswell, GA 30076",Vania Hardin,female,53,440,34.06451756,-84.3507155863
1218,"306 Saddle Creek LN Roswell, GA 30076",Heide Armstrong,female,35,598,34.0677303235,-84.3461435312
1219,"524 Saddle Creek CIR Roswell, GA 30076",Noe Hopper,male,42,351,34.0656816587,-84.3473468637
1220,"430 Saddle Lake DR Roswell, GA 30076",Mallie Nixon,female,56,526,34.0660200894,-84.350849101
1221,"104 Saddle Creek DR Roswell, GA 30076",Lanita Taylor,female,43,116,34.0663762492,-84.347691694
1222,"605 Rounsaville RD Roswell, GA 30076",Katherin Carlson,female,12,404,34.0664784302,-84.3565970064
1223,"347 Saddle Creek CIR Roswell, GA 30076",Holley Shelton,female,63,106,34.0710194236,-84.3505741251
1224,"427 Saddle Creek CIR Roswell, GA 30076",Van Miller,male,24,371,34.068773247,-84.3497431706
1225,"329 Saddle Lake DR Roswell, GA 30076",Sheryll Carter,female,8,332,34.0665478136,-84.3538924973
1226,"727 Saddle Ridge TRCE Roswell, GA 30076",Johnie Watkins,male,38,106,34.0722391182,-84.3468703651
1227,"118 Glenclairn CT Roswell, GA 30076",Laci Tyler,female,37,576,34.0686043736,-84.3531512684
1228,"426 Saddle Creek DR Roswell, GA 30076",Gilbert Espinoza,male,59,344,34.0697762118,-84.348787042
1229,"522 Saddle Lake DR Roswell, GA 30076",Marline Rosario,female,40,264,34.067625235,-84.3514188318
1230,"742 Saddle Ridge TRCE Roswell, GA 30076",Andreas Welch,male,69,554,34.0723792412,-84.3471025103
1231,"120 Harness TRL Roswell, GA 30076",Raleigh Meyers,male,62,778,34.0627480019,-84.3518397248
1232,"121 Saddle Lake DR Roswell, GA 30076",Chun Floyd,female,26,431,34.0697601689,-84.3518988032
1233,"734 Rounsaville RD Roswell, GA 30076",Shon Stephenson,male,13,81,34.0644812221,-84.3514194147
1234,"435 Saddle Creek DR Roswell, GA 30076",Anamaria Park,female,66,215,34.0699125594,-84.3488538807
1235,"336 Saddle Creek CIR Roswell, GA 30076",Gaynelle Stokes,female,9,110,34.0713117324,-84.350646779
1236,"147 Rounsaville CT Roswell, GA 30076",Sean Raymond,male,6,316,34.0668924733,-84.3601778551
1237,"701 Saddle Ridge TRCE Roswell, GA 30076",Hana Zamora,female,6,595,34.0722487477,-84.3479452549
1238,"438 Saddle Creek CIR Roswell, GA 30076",Gale Buck,male,17,289,34.068312143,-84.3494947332
1239,"8632 Hope Vine Roswell, GA 30076",Irving Huffman,male,59,118,34.0680840166,-84.3589647756
1240,"229 Saddle Horn CIR Roswell, GA 30076",Abe Holden,male,51,753,34.0658089636,-84.3576860947
1241,"328 Saddle Creek CIR Roswell, GA 30076",Ezequiel Booker,male,41,264,34.0714887179,-84.3507863252
1242,"331 Saddle Horn CIR Roswell, GA 30076",Leandro Landry,male,7,112,34.0632118923,-84.3597472712
1243,"412 Saddle Creek DR Roswell, GA 30076",Christian Chaney,male,10,424,34.0697785649,-84.3486952688
1244,"642 Saddle Ridge TRCE Roswell, GA 30076",Timika Ross,female,66,245,34.0712867601,-84.3493055821
1245,"339 Saddle Horn CIR Roswell, GA 30076",Danial Joyner,male,39,859,34.0629738111,-84.3596258391
1246,"509 Saddle Lake DR Roswell, GA 30076",Willis O'neil,male,37,379,34.0673493115,-84.3511984595
1247,"117 Harness TRL Roswell, GA 30076",Renato Mendez,male,41,504,34.0626833806,-84.3511832982
1248,"516 Saddle Creek CIR Roswell, GA 30076",Fritz Miller,male,46,243,34.0658423469,-84.3474901382
1249,"346 Saddle Lake DR Roswell, GA 30076",Norbert Stewart,male,10,72,34.066143086,-84.3533511761
1250,"107 Saddle Lake DR Roswell, GA 30076",Marshall Johns,male,14,487,34.0693733583,-84.3517722489
1251,"227 Saddle Creek LN Roswell, GA 30076",Orville Preston,male,18,504,34.0673735176,-84.3479599607
1252,"104 Glenclairn CT Roswell, GA 30076",Ozella Lamb,female,44,273,34.0689773024,-84.3532042828
1253,"333 Saddle Creek LN Roswell, GA 30076",Randy Johnston,male,15,88,34.0675003107,-84.3455441617
1254,"603 Saddle Ridge TRCE Roswell, GA 30076",Kizzy Nguyen,female,65,292,34.0700190387,-84.3485205
1255,"509 Saddle Creek CIR Roswell, GA 30076",Damion Mendez,male,31,451,34.0659297944,-84.3477262524
1256,"624 Saddle Ridge TRCE Roswell, GA 30076",Kenda Fitzgerald,female,15,176,34.0708234818,-84.3490510083
1257,"116 Harness TRL Roswell, GA 30076",Alona Maddox,female,10,298,34.0625730697,-84.3513129496
1258,"344 Saddle Horn CIR Roswell, GA 30076",Hal Villarreal,male,13,133,34.0628316112,-84.3589990164
1259,"743 Saddle Ridge TRCE Roswell, GA 30076",Elina Parrish,female,45,560,34.0722331924,-84.3462088944
1260,"431 Saddle Lake DR Roswell, GA 30076",Sharri Morse,female,27,181,34.0659099596,-84.3508277867
1261,"428 Saddle Lake DR Roswell, GA 30076",Mayola Blair,female,45,422,34.0660577987,-84.3508382232
1262,"128 Rounsaville CT Roswell, GA 30076",Colton Hartman,male,63,646,34.0669692344,-84.3602914258
1263,"8616 Hope Vine Roswell, GA 30076",Rosario Berg,male,61,210,34.0677034359,-84.3595909359
1264,"613 Saddle Creek CIR Roswell, GA 30076",Ching Pope,female,43,506,34.0637892029,-84.3458515551
1265,"728 Saddle Creek CIR Roswell, GA 30076",Austin Young,female,30,157,34.0643608199,-84.3441929989
1266,"502 Rounsaville RD Roswell, GA 30076",Pedro Jones,male,48,108,34.0672183396,-84.3607580365
1267,"808 Saddle Ridge TRCE Roswell, GA 30076",Jeramy Joseph,male,15,230,34.072359134,-84.3448580443
1268,"217 Saddle Horn CIR Roswell, GA 30076",Cyril Morrison,male,5,609,34.066104508,-84.3572899429
1269,"148 Harness TRL Roswell, GA 30076",Cleveland Gallegos,male,39,587,34.0627816797,-84.3522218929
1270,"331 Saddle Creek CIR Roswell, GA 30076",Gail Merritt,male,49,312,34.071368745,-84.3508474821
1271,"878 Saddle Ridge TRCE Roswell, GA 30076",Despina Baxter,female,16,45,34.070892005,-84.3438769735
1272,"208 Saddle Creek LN Roswell, GA 30076",Alfredo Dominguez,male,29,469,34.0672711312,-84.3484796901
1273,"248 Saddle Horn CIR Roswell, GA 30076",Wes Dawson,male,29,162,34.0656239853,-84.3586275979
1274,"138 Saddle Lake DR Roswell, GA 30076",Glennie Marks,female,68,445,34.070129906,-84.3522670775
1275,"123 Glenclairn CT Roswell, GA 30076",Jona Olson,female,61,580,34.0685544552,-84.3530277906
1276,"307 Saddle Creek DR Roswell, GA 30076",Hannelore Glover,female,39,177,34.0698666904,-84.3447048675
1277,"501 Saddle Horn CIR Roswell, GA 30076",Tod Sykes,male,69,275,34.0632712948,-84.3536087229
1278,"411 Saddle Creek DR Roswell, GA 30076",Denisse Shepherd,female,21,564,34.0699165527,-84.3486981444
1279,"132 Harness TRL Roswell, GA 30076",Ayesha Turner,female,16,506,34.0626773747,-84.3517674213
1280,"457 Saddle Horn CIR Roswell, GA 30076",Marty Hurst,male,51,305,34.0626619613,-84.3553030365
1281,"330 Saddle Creek LN Roswell, GA 30076",Erik Davenport,male,45,881,34.0676487922,-84.3456070556
1282,"715 Rounsaville RD Roswell, GA 30076",Bok Warren,female,48,901,34.0643014918,-84.3525528893
1283,"310 Saddle Creek DR Roswell, GA 30076",Sterling Lane,male,11,489,34.0697655284,-84.3448817515
1284,"831 Saddle Ridge TRCE Roswell, GA 30076",Detra Hoover,female,19,287,34.0709439749,-84.3439909567
1285,"866 Saddle Ridge TRCE Roswell, GA 30076",Herb Ferrell,male,23,294,34.0711432951,-84.3438776054
1286,"8502 Hope Vine Roswell, GA 30076",Abe Carrillo,male,50,324,34.0673460872,-84.3595909359
1287,"518 Rounsaville RD Roswell, GA 30076",Omer Kline,male,69,307,34.067212673,-84.3603500466
1288,"334 Saddle Lake DR Roswell, GA 30076",Rodrick Weber,male,49,247,34.0663902834,-84.3536558178
1289,"407 Saddle Horn CIR Roswell, GA 30076",Lesley Middleton,male,8,266,34.0626760742,-84.3571934361
1290,"304 Saddle Lake DR Roswell, GA 30076",Bo Collier,male,64,121,34.0672633178,-84.3540998568
1291,"131 Rounsaville CT Roswell, GA 30076",Cody Quinn,female,44,496,34.0669589451,-84.360176709
1292,"450 Saddle Lake DR Roswell, GA 30076",Bryce Mullins,male,62,289,34.0663820542,-84.3507010631
1293,"709 Saddle Ridge TRCE Roswell, GA 30076",Farah Bell,female,36,646,34.0722457848,-84.3476145196
1294,"132 Saddle Lake DR Roswell, GA 30076",Evan Lester,male,54,94,34.0700052713,-84.3521698353
1295,"428 Saddle Horn CIR Roswell, GA 30076",Palmer Hinton,male,12,552,34.0627978071,-84.355157564
1296,"533 Saddle Creek CIR Roswell, GA 30076",Omar Potts,male,11,190,34.0654347756,-84.3472766377
1297,"517 Rounsaville RD Roswell, GA 30076",Olympia Sexton,female,9,219,34.0670753687,-84.3604029622
1298,"317 Saddle Creek DR Roswell, GA 30076",Torri Hatfield,female,55,455,34.0698726281,-84.345292697
1299,"542 Saddle Horn CIR Roswell, GA 30076",Chan Hoover,female,60,702,34.0637717374,-84.353554404
1300,"504 Saddle Creek CIR Roswell, GA 30076",Stefania Bush,female,26,471,34.0660940634,-84.3477070129
1301,"8633 Hope Vine Roswell, GA 30076",Raymon Zimmerman,male,20,454,34.0680840166,-84.3589148295
1302,"355 Saddle Lake DR Roswell, GA 30076",Russel Fuller,male,55,354,34.0660624732,-84.3533866135
1303,"746 Saddle Creek CIR Roswell, GA 30076",Alec Quinn,male,32,51,34.0648097797,-84.3442506374
1304,"639 Saddle Ridge TRCE Roswell, GA 30076",Levi Bowman,male,60,827,34.0713411375,-84.3491994508
1305,"720 Saddle Creek CIR Roswell, GA 30076",Jeromy Moon,male,35,292,34.0641558565,-84.3441947213
1306,"345 Saddle Horn CIR Roswell, GA 30076",Britany Blackwell,female,17,275,34.0630947779,-84.3596763632
