Address,Name,Gender,Age,Latitude,Longitude
"758 Rounsaville RD Roswell, GA 30076",Ivan Leon,male,30,34.06473199242328,-84.35051926794974
"643 Rounsaville RD Roswell, GA 30076",Earlean Stephenson,female,52,34.06561093160834,-84.35531131389587
"527 Saddle Horn CIR Roswell, GA 30076",Debera Beach,female,53,34.0635568196674,-84.35350630633026
"605 Saddle Creek CIR Roswell, GA 30076",Charles Hardy,male,55,34.06309989255033,-84.34535830962533
"219 Hedge Row HOLW Roswell, GA 30076",Hilton Dudley,male,52,34.06324183134468,-84.3553015472184
"304 Saddle Creek DR Roswell, GA 30076",Tambra Coffey,female,55,34.069695020170606,-84.34449872112779
"242 Saddle Horn CIR Roswell, GA 30076",Argentina Reeves,female,59,34.06562398525601,-84.35833532694801
"855 Saddle Ridge TRCE Roswell, GA 30076",Marcel Weiss,male,35,34.06996081155857,-84.34417979089945
"516 Saddle Creek CIR Roswell, GA 30076",Stevie Wallace,male,39,34.06584234692542,-84.34749013817144
"624 Saddle Creek CIR Roswell, GA 30076",Jaime Bolton,male,17,34.06356009701867,-84.34560381000315
"504 Saddle Creek CIR Roswell, GA 30076",Keith Wall,female,23,34.06609406338079,-84.3477070129258
"223 Saddle Creek DR Roswell, GA 30076",Nick Richardson,male,51,34.06740856407103,-84.34395556407101
"213 Hollyridge DR Roswell, GA 30076",Carl Wilcox,male,37,34.05673516191184,-84.35769195534611
"236 Saddle Lake DR Roswell, GA 30076",Nathanael Stevenson,male,23,34.06915390570312,-84.35461815174807
"204 Hedge Row HOLW Roswell, GA 30076",Robbie Olson,male,46,34.06289161114696,-84.35542470119354
"144 Saddle Creek DR Roswell, GA 30076",Usha Cain,female,67,34.06631593634673,-84.34575071862398
"204 Saddle Creek DR Roswell, GA 30076",Bernard Terry,male,39,34.06697542018897,-84.34407043592897
"611 Rounsaville RD Roswell, GA 30076",Wendell Clemons,male,28,34.066355537773426,-84.35638949777456
"100 Saddle Creek CT Roswell, GA 30076",Tambra Lamb,female,11,34.06787691006413,-84.34762694312981
"715 Rounsaville RD Roswell, GA 30076",Tenesha Maddox,female,67,34.06430149177703,-84.35255288926076
"8529 Hope Vine Roswell, GA 30076",Dick Noble,male,25,34.06757698367257,-84.35985637157195
"521 Saddle Creek CIR Roswell, GA 30076",Lane Stone,female,9,34.06567892721503,-84.34751267629947
"639 Rounsaville RD Roswell, GA 30076",Dania Nash,female,14,34.06570431814246,-84.3554458183816
"113 Glenclairn CT Roswell, GA 30076",Chu Dickerson,female,24,34.068802462020635,-84.35306304642532
"306 Saddle Horn CIR Roswell, GA 30076",Deloras Sims,female,51,34.06390597562787,-84.35962835830013
"232 Hollyridge DR Roswell, GA 30076",Dusti Stephens,female,31,34.056220618478605,-84.35667538882534
"602 Saddle Creek CIR Roswell, GA 30076",Nubia Carlson,female,61,34.06408576056493,-84.34589539110607
"214 Hollyridge DR Roswell, GA 30076",Raymundo Whitfield,male,40,34.05668310588693,-84.35754402844717
"206 Saddle Creek LN Roswell, GA 30076",Harland Holland,male,51,34.06724761794622,-84.34852395033603
"403 Saddle Horn CIR Roswell, GA 30076",Rolando Dixon,male,40,34.062677123202874,-84.35733951370962
"248 Saddle Creek LN Roswell, GA 30076",Randy Mclaughlin,male,66,34.06769059677158,-84.34755202617951
"507 Saddle Creek CIR Roswell, GA 30076",Burton Goff,male,18,34.06596942260601,-84.34776072416726
"209 Saddle Creek DR Roswell, GA 30076",Kimiko Lucas,female,17,34.067044140131806,-84.34395556407101
"410 Saddle Creek DR Roswell, GA 30076",Glennie Stephens,female,57,34.06977890110847,-84.34868215834499
"8506 Hope Vine Roswell, GA 30076",Cristopher Carr,male,19,34.06757698367257,-84.35960701632744
"408 Saddle Horn CIR Roswell, GA 30076",Barton Jarvis,male,56,34.06280554413309,-84.35600191282545
"249 Saddle Creek LN Roswell, GA 30076",Pablo Hall,male,65,34.06762391463965,-84.34733372480987
"104 Harness TRL Roswell, GA 30076",Michel Brown,female,52,34.062487255843024,-84.35099794074351
"512 Rounsaville RD Roswell, GA 30076",Barrett Leonard,male,16,34.067214797997266,-84.3605030428416
"142 Glenclairn CT Roswell, GA 30076",Rossie Simpson,female,55,34.06795903945373,-84.35301807379544
"629 Saddle Ridge TRCE Roswell, GA 30076",Adam Glass,female,28,34.071028247979285,-84.34902751643462
"8528 Hope Vine Roswell, GA 30076",Alethia Webb,female,43,34.06757698367257,-84.35984553003959
"117 Glenclairn CT Roswell, GA 30076",Lanell Lowe,female,23,34.06870325929302,-84.35304894407679
"122 Rounsaville CT Roswell, GA 30076",Zachariah Torres,male,62,34.06699416138617,-84.36029099603367
"718 Rounsaville RD Roswell, GA 30076",Dorathy Burnett,female,47,34.06440237661866,-84.35225486689387
"335 Saddle Creek LN Roswell, GA 30076",Glenn Serrano,male,9,34.06749369523168,-84.3455006319168
"157 Glenclairn CT Roswell, GA 30076",Jalisa Rowe,female,17,34.067742344801246,-84.35280877626789
"348 Saddle Creek DR Roswell, GA 30076",Dannette Mueller,female,40,34.06975327256513,-84.34686554474915
"303 Saddle Creek DR Roswell, GA 30076",Christinia Gaines,female,6,34.06982458834299,-84.34445705636783
"230 Hollyridge DR Roswell, GA 30076",Jackson Dalton,male,61,34.056358090512795,-84.3571501569336
"306 Saddle Creek CIR Roswell, GA 30076",Andrew Hansen,male,28,34.0719685983923,-84.35113587051043
"645 Saddle Creek CIR Roswell, GA 30076",Kareem Dean,male,66,34.06334328781237,-84.34411728388855
"914 Saddle Ridge TRCE Roswell, GA 30076",Agnus Garner,female,11,34.07053399563937,-84.34388325437972
"134 Saddle Lake DR Roswell, GA 30076",Josef Henry,male,26,34.070061089597445,-84.3522031820097
"545 Saddle Creek DR Roswell, GA 30076",Leo Pickett,male,51,34.0696591554697,-84.34952573399299
"308 Saddle Creek DR Roswell, GA 30076",Lakeesha Alexander,female,46,34.06972888708808,-84.3447283053498
"8617 Hope Vine Roswell, GA 30076",Albertine Tucker,female,36,34.06775439775597,-84.35958890531424
"401 Saddle Creek DR Roswell, GA 30076",Ema Livingston,female,50,34.069918216517856,-84.34863325422928
"617 Rounsaville RD Roswell, GA 30076",Thomas Haynes,male,17,34.06621610427914,-84.35618709431516
"119 Rounsaville CT Roswell, GA 30076",Bo Castaneda,male,54,34.067008798998195,-84.36017584947696
"628 Rounsaville RD Roswell, GA 30076",Mitchell Bradley,female,63,34.06604356542479,-84.35570903912604
"258 Saddle Creek LN Roswell, GA 30076",Cristie Nicholson,female,19,34.0677917591646,-84.34724138686937
"547 Rounsaville RD Roswell, GA 30076",Rafael Cooke,male,37,34.06706398408851,-84.3589474671091
"212 Saddle Lake DR Roswell, GA 30076",Charis Savage,female,43,34.06971372198295,-84.35438225302737
"940 Saddle Ridge TRCE Roswell, GA 30076",Gilberto Daniel,male,34,34.07026481035893,-84.34392180106747
"626 Rounsaville RD Roswell, GA 30076",Gene Harrison,male,30,34.066090043256224,-84.35577650694586
"217 Hedge Row HOLW Roswell, GA 30076",Shenna Ball,female,34,34.06319141383773,-84.35530273351269
"877 Saddle Ridge TRCE Roswell, GA 30076",Walter Maldonado,male,36,34.07060354220828,-84.3439969291668
"709 Saddle Ridge TRCE Roswell, GA 30076",Adolfo Ortiz,male,26,34.07224578479903,-84.34761451960901
"736 Saddle Creek CIR Roswell, GA 30076",Ian Arnold,male,53,34.064552610548375,-84.34420691072602
"704 Saddle Creek CIR Roswell, GA 30076",Oliva Neal,female,8,34.06374592952035,-84.34419816609336
"230 Saddle Creek LN Roswell, GA 30076",Ken Carrillo,male,57,34.06738155095487,-84.34817479643937
"314 Saddle Creek DR Roswell, GA 30076",Forrest Mayer,male,58,34.06973267235325,-84.34510304660117
"107 Saddle Creek DR Roswell, GA 30076",Christeen Thomas,female,21,34.066315279808734,-84.3475439622158
"602 Rounsaville RD Roswell, GA 30076",Illa Hubbard,female,60,34.066633889802624,-84.35660788567453
"146 Harness TRL Roswell, GA 30076",Tula Olson,female,26,34.06276864154426,-84.35216508392325
"525 Saddle Lake DR Roswell, GA 30076",Gia Todd,female,65,34.06889698917997,-84.35170984217237
"409 Saddle Horn CIR Roswell, GA 30076",Mariano Compton,male,69,34.0626755496564,-84.35712039736201
"407 Saddle Creek DR Roswell, GA 30076",Ezequiel Dawson,male,18,34.069917218208005,-84.34867218831309
"114 Glenclairn CT Roswell, GA 30076",Jerry Hess,male,46,34.068710924698586,-84.35316641541222
"334 Saddle Creek DR Roswell, GA 30076",Glenn Winters,female,45,34.069745289903786,-84.34635218410573
"447 Saddle Creek DR Roswell, GA 30076",Dorsey Hood,male,19,34.06990312295341,-84.34894732492877
"119 Harness TRL Roswell, GA 30076",Jules Richard,male,10,34.06269697351536,-84.3512425245507
"219 Saddle Horn CIR Roswell, GA 30076",Sena Burgess,female,28,34.06603681706608,-84.35734356818007
"412 Saddle Lake DR Roswell, GA 30076",Cornell Coffey,male,20,34.065943021933286,-84.35115602846378
"826 Saddle Ridge TRCE Roswell, GA 30076",Loreta Tyson,female,17,34.07223395774855,-84.34424965721381
"133 Rounsaville CT Roswell, GA 30076",Sergio Duffy,male,54,34.066950636146785,-84.36017685228472
"529 Saddle Creek DR Roswell, GA 30076",Rocco Solomon,male,54,34.069705690661976,-84.3494374011518
"539 Saddle Lake DR Roswell, GA 30076",Gianna Mann,female,8,34.06792808350172,-84.35140102971548
"110 Glenclairn CT Roswell, GA 30076",Maurice Rojas,female,13,34.06893033888281,-84.35317315782763
"126 Rounsaville CT Roswell, GA 30076",Miguel Barrett,male,9,34.06697754342863,-84.3602912825502
"173 Saddle Creek DR Roswell, GA 30076",Antonietta William,female,53,34.066154300831535,-84.34437097350917
"513 Saddle Lake DR Roswell, GA 30076",Warren O'donnell,male,55,34.067426481081675,-84.35122546886845
"548 Saddle Lake DR Roswell, GA 30076",Bernard Gay,male,19,34.06811163738888,-84.35158907259624
"546 Saddle Creek CIR Roswell, GA 30076",Adrian Dalton,male,38,34.065254769743355,-84.3469070688217
"440 Saddle Creek CIR Roswell, GA 30076",Roselle Reilly,female,33,34.06825574660967,-84.34951203006553
"623 Saddle Creek CIR Roswell, GA 30076",Roberto Lindsay,female,41,34.06356044444382,-84.34573288693024
"8516 Hope Vine Roswell, GA 30076",Raymonde Stone,female,58,34.06757698367257,-84.35971543165114
"254 Saddle Creek LN Roswell, GA 30076",Jenise Cabrera,female,48,34.06776673931053,-84.34733087101455
"414 Saddle Creek DR Roswell, GA 30076",Charlyn Rodgers,female,49,34.06977822877735,-84.34870837925857
"106 Saddle Lake DR Roswell, GA 30076",Royce Deleon,male,39,34.06935069569621,-84.3518855619292
"720 Saddle Ridge TRCE Roswell, GA 30076",Celsa Sargent,female,49,34.072347497114485,-84.34790983236194
"263 Saddle Creek LN Roswell, GA 30076",Hans Mcmillan,male,11,34.067695264987606,-84.3470554117186
"115 Rounsaville CT Roswell, GA 30076",Linwood Dejesus,male,47,34.06682543880201,-84.36020936147519
"400 Saddle Creek CIR Roswell, GA 30076",Anderson Cole,male,11,34.069798141554585,-84.34991982636066
"528 Rounsaville RD Roswell, GA 30076",Herman Mayer,male,37,34.067205785705234,-84.3598254111033
"637 Saddle Creek CIR Roswell, GA 30076",Armando Le,male,46,34.06322396337431,-84.34555380996113
"210 Saddle Lake DR Roswell, GA 30076",Mary Acevedo,male,30,34.069753390322774,-84.35433495616067
"531 Rounsaville RD Roswell, GA 30076",Tyrone Key,male,18,34.0670663266315,-84.35971529499355
"137 Saddle Lake DR Roswell, GA 30076",Ned Mcbride,male,48,34.07017214871179,-84.35212973153664
"411 Saddle Creek DR Roswell, GA 30076",Lakita Justice,female,34,34.06991655266811,-84.34869814436895
"508 Saddle Lake DR Roswell, GA 30076",Enola Mcneil,female,38,34.06736332608624,-84.35132716364029
"610 Rounsaville RD Roswell, GA 30076",Armando Moreno,male,11,34.0663318928961,-84.3561839831787
"531 Saddle Horn CIR Roswell, GA 30076",Neil Combs,male,28,34.063600746568106,-84.353490549942
"336 Saddle Creek DR Roswell, GA 30076",Jarrod Carr,male,32,34.06974712651892,-84.34649063593045
"741 Saddle Creek CIR Roswell, GA 30076",Elli Mcclain,female,43,34.06467680468121,-84.34411433329821
"108 Saddle Creek DR Roswell, GA 30076",Clarence Maddox,female,65,34.0664639334148,-84.34750357956077
"643 Saddle Creek CIR Roswell, GA 30076",Alane Small,female,43,34.06309782127204,-84.34541490710049
"710 Saddle Creek CIR Roswell, GA 30076",Milagro Thompson,female,21,34.06389965212361,-84.34419687430676
"433 Saddle Creek CIR Roswell, GA 30076",Pa Huff,female,56,34.068544397293,-84.3496796940296
"8514 Hope Vine Roswell, GA 30076",Diedre Casey,female,15,34.06757698367257,-84.35969374858641
"120 Harness TRL Roswell, GA 30076",Dominique Hughes,male,26,34.06274800190459,-84.35183972482534
"8520 Hope Vine Roswell, GA 30076",Adrian Berger,male,40,34.06757698367257,-84.35975879778063
"404 Saddle Lake DR Roswell, GA 30076",Scotty May,male,47,34.065897523309545,-84.35133517929475
"600 Rounsaville RD Roswell, GA 30076",Domingo Collier,male,54,34.066517026400604,-84.3564673258124
"223 Hollyridge DR Roswell, GA 30076",Alysha Talley,female,68,34.056314444146125,-84.3572908935553
"714 Saddle Ridge TRCE Roswell, GA 30076",Jason Stout,male,18,34.07238777155159,-84.34805470802654
"944 Saddle Ridge TRCE Roswell, GA 30076",Emelda Lowe,female,29,34.0702258612798,-84.34393153833727
"884 Saddle Ridge TRCE Roswell, GA 30076",Clementina Bradford,female,33,34.07083233680689,-84.34387802032414
"444 Saddle Creek CIR Roswell, GA 30076",Jorge Leach,male,6,34.06808487391427,-84.34941483601392
"236 Hollyridge DR Roswell, GA 30076",Laurinda Roberts,female,18,34.05617737079154,-84.35655491312563
"444 Saddle Creek DR Roswell, GA 30076",Maximina Mays,female,13,34.06977318629397,-84.34890503611041
"445 Saddle Lake DR Roswell, GA 30076",Lewis Mckay,female,62,34.066343692480785,-84.35060128720676
"438 Saddle Lake DR Roswell, GA 30076",Lamont Hines,male,47,34.06619383028137,-84.35072297027351
"541 Saddle Horn CIR Roswell, GA 30076",Eugenio Combs,male,30,34.06371124240198,-84.3534517657988
"624 Saddle Ridge TRCE Roswell, GA 30076",Else Watson,female,6,34.070823481762055,-84.34905100832421
"726 Rounsaville RD Roswell, GA 30076",Beata King,female,21,34.06443282911431,-84.3518388203417
"348 Saddle Creek LN Roswell, GA 30076",Florinda Bradley,female,15,34.0675876437988,-84.3452046989038
"128 Saddle Lake DR Roswell, GA 30076",Dirk Ferguson,male,16,34.06991700593749,-84.35210817183523
"8531 Hope Vine Roswell, GA 30076",Nadene Santiago,female,24,34.06757698367257,-84.35987805463671
"631 Saddle Ridge TRCE Roswell, GA 30076",Raleigh Shannon,male,46,34.071090825877874,-84.3490619032997
"506 Saddle Creek DR Roswell, GA 30076",Steven Suarez,male,28,34.06965341862045,-84.34925033079902
"347 Saddle Creek LN Roswell, GA 30076",Ethan Boyle,male,40,34.0674540023873,-84.34523945300076
"439 Saddle Lake DR Roswell, GA 30076",Eduardo Espinoza,male,18,34.06604260728116,-84.3506773348331
"446 Saddle Horn CIR Roswell, GA 30076",Chu Cameron,female,68,34.062793247934586,-84.35473042845622
"110 Harness TRL Roswell, GA 30076",Bobbye Underwood,female,24,34.062651987477864,-84.35141875757392
"147 Glenclairn CT Roswell, GA 30076",Stacy Villarreal,male,42,34.06798011658377,-84.35290054783306
"124 Saddle Creek DR Roswell, GA 30076",Sebastian Carrillo,male,5,34.06653732139322,-84.34670713510069
"106 Rounsaville CT Roswell, GA 30076",Janae Fields,female,48,34.067060633216336,-84.36028984996764
"740 Saddle Creek CIR Roswell, GA 30076",Doug Clarke,male,60,34.06465364137621,-84.34422757612263
"716 Rounsaville RD Roswell, GA 30076",Pat Valdez,male,15,34.064398964526646,-84.35236064174629
"131 Saddle Lake DR Roswell, GA 30076",Ghislaine Gamble,female,14,34.07003095186246,-84.35203683200642
"530 Saddle Creek DR Roswell, GA 30076",Coletta Gross,female,26,34.069584926509535,-84.34938371024641
"210 Saddle Creek LN Roswell, GA 30076",Jessika Duke,female,8,34.067294644498034,-84.3484354297679
"127 Saddle Lake DR Roswell, GA 30076",Lilli Kane,female,64,34.0699209377884,-84.3519760367831
"343 Saddle Lake DR Roswell, GA 30076",Pinkie Collins,female,12,34.06617285327508,-84.3536237756398
"229 Saddle Horn CIR Roswell, GA 30076",Arminda Singleton,female,64,34.065808963645715,-84.35768609474736
"236 Saddle Horn CIR Roswell, GA 30076",Nicolas Campos,male,31,34.06562398525601,-84.35804305600844
"601 Rounsaville RD Roswell, GA 30076",Kai Hull,female,39,34.066557836108124,-84.35674390726031
"535 Saddle Horn CIR Roswell, GA 30076",Larry Gallagher,male,60,34.063645205389534,-84.35347480196593
"312 Saddle Horn CIR Roswell, GA 30076",Willette Maxwell,female,28,34.06367200241693,-84.35963500526634
"222 Hedge Row HOLW Roswell, GA 30076",Shawanna Casey,female,13,34.063345368709534,-84.35541402454501
"332 Saddle Creek LN Roswell, GA 30076",Kennith Long,male,66,34.067641997964074,-84.34556234931134
"117 Saddle Creek DR Roswell, GA 30076",Antony Gregory,male,50,34.066408982083715,-84.34710451190217
"511 Saddle Lake DR Roswell, GA 30076",Verena Nolan,female,10,34.067387896280124,-84.35121196418791
"8643 Hope Vine Roswell, GA 30076",Otha Ware,male,12,34.06808401662662,-84.3584153691141
"8532 Hope Vine Roswell, GA 30076",Tonita Crosby,female,28,34.06757698367257,-84.35988889616907
"424 Saddle Lake DR Roswell, GA 30076",Veronika Walton,female,26,34.066009958089374,-84.35091215873446
"122 Saddle Creek DR Roswell, GA 30076",Gerald Carney,male,69,34.066547425659984,-84.34680480967937
"405 Saddle Creek DR Roswell, GA 30076",Neely Petty,female,32,34.069917550977955,-84.34865921028516
"524 Saddle Creek DR Roswell, GA 30076",Andre Pittman,male,61,34.06960177348888,-84.3493507518882
"214 Hedge Row HOLW Roswell, GA 30076",Reatha Shepard,female,11,34.06314369868171,-84.35541876972214
"432 Saddle Lake DR Roswell, GA 30076",Guadalupe Elliott,male,40,34.06609089480906,-84.35078957557909
"948 Saddle Ridge TRCE Roswell, GA 30076",Stacey Rios,male,57,34.07017372299781,-84.34394744644338
"248 Hedge Row HOLW Roswell, GA 30076",Peter Dodson,female,38,34.063911320533265,-84.35561555044734
"430 Saddle Creek CIR Roswell, GA 30076",Delorse Ray,female,44,34.06860772107445,-84.34959999731694
"436 Saddle Creek DR Roswell, GA 30076",Eric Harmon,male,35,34.06977453095621,-84.34885259428327
"881 Saddle Ridge TRCE Roswell, GA 30076",Scott Marks,male,61,34.070573939363754,-84.34399744851497
"345 Saddle Lake DR Roswell, GA 30076",Walter Santiago,male,45,34.066261405476496,-84.35365454887742
"116 Rounsaville CT Roswell, GA 30076",Darlena Davis,female,56,34.06701908832248,-84.36029056625891
"714 Rounsaville RD Roswell, GA 30076",Ethelene Payne,female,18,34.06439555243463,-84.3524664165987
"509 Saddle Creek CIR Roswell, GA 30076",Jospeh Adkins,male,44,34.06592979441922,-84.34772625243275
"418 Saddle Creek DR Roswell, GA 30076",Jae Mcneil,male,13,34.06977755644623,-84.34873460017215
"316 Saddle Creek LN Roswell, GA 30076",Vena Cantrell,female,55,34.06769635212937,-84.3459199997189
"401 Saddle Horn CIR Roswell, GA 30076",Emmy Griffith,female,36,34.062677647718374,-84.35741255249216
"413 Saddle Creek CIR Roswell, GA 30076",Andre Mays,male,12,34.069307229500666,-84.34989128252516
"929 Saddle Ridge TRCE Roswell, GA 30076",Marvella Nicholson,female,14,34.07023540845881,-84.34404864422811
"441 Saddle Creek DR Roswell, GA 30076",Kieth Griffin,male,58,34.06991156111891,-84.34889281478794
"761 Rounsaville RD Roswell, GA 30076",Xenia Flores,female,45,34.06465168328521,-84.35037117235753
"703 Saddle Ridge TRCE Roswell, GA 30076",Jona Riggs,female,17,34.07224800698496,-84.34786257111303
"945 Saddle Ridge TRCE Roswell, GA 30076",Tyrell Melton,male,45,34.070140265187625,-84.34409993483312
"441 Saddle Creek CIR Roswell, GA 30076",Nicky Cherry,male,17,34.068239264409925,-84.34959505863137
"301 Saddle Creek LN Roswell, GA 30076",Lajuana Warren,female,10,34.067606158290765,-84.3462406388456
"506 Saddle Creek CIR Roswell, GA 30076",Earlean Gilliam,female,14,34.066053394468234,-84.34766955471686
"237 Hollyridge DR Roswell, GA 30076",Jessie Cortez,male,66,34.05605064113827,-84.35660040582168
"845 Saddle Ridge TRCE Roswell, GA 30076",Heath Gilbert,male,68,34.07041937246812,-84.34398654749242
"232 Hedge Row HOLW Roswell, GA 30076",Aide Mccullough,female,43,34.063567286265,-84.35544700840978
"231 Saddle Creek LN Roswell, GA 30076",Garrett Robertson,male,33,34.06741661898355,-84.34785776872361
"516 Saddle Lake DR Roswell, GA 30076",Hyo Zimmerman,female,26,34.06751298834676,-84.35137954543148
"517 Rounsaville RD Roswell, GA 30076",Carmelo Carson,male,27,34.067075368739545,-84.36040296220884
"133 Glenclairn CT Roswell, GA 30076",Armand Hicks,male,50,34.06830644838254,-84.35299253468264
"214 Saddle Creek LN Roswell, GA 30076",Daine Cooper,female,49,34.067340835438586,-84.34834422824916
"524 Rounsaville RD Roswell, GA 30076",Georgene Romero,female,9,34.067208673368505,-84.36004920500646
"8548 Hope Vine Roswell, GA 30076",Seth Talley,male,54,34.06757698367257,-84.36006236068702
"503 Saddle Creek CIR Roswell, GA 30076",Shelba Robbins,female,59,34.066050760431125,-84.34783564058516
"224 Saddle Lake DR Roswell, GA 30076",Adalberto Callahan,male,28,34.069458111661426,-84.35457438626467
"620 Rounsaville RD Roswell, GA 30076",Particia Stevenson,female,54,34.0661058346123,-84.3558669504301
"603 Rounsaville RD Roswell, GA 30076",Dayle Berry,female,65,34.06651813317105,-84.35667045682673
"438 Saddle Horn CIR Roswell, GA 30076",Shandi Stafford,female,68,34.062794213200306,-84.3549185685554
"216 Saddle Creek DR Roswell, GA 30076",Tristan Mitchell,male,18,34.06730027810052,-84.34407043592897
"105 Saddle Lake DR Roswell, GA 30076",Luke Berger,male,64,34.06931823481667,-84.35176122417337
"411 Saddle Lake DR Roswell, GA 30076",Fletcher Roberson,male,62,34.06576621493811,-84.3512988513551
"421 Saddle Creek DR Roswell, GA 30076",Melda Boyd,female,53,34.06991488881837,-84.34876303450864
"442 Saddle Creek DR Roswell, GA 30076",Austin Nixon,male,42,34.06977352245953,-84.34889192565363
"333 Saddle Creek LN Roswell, GA 30076",Dana Floyd,male,32,34.067500310705746,-84.34554416173616
"325 Saddle Creek DR Roswell, GA 30076",Kevin Butler,male,58,34.06983446436589,-84.3457317485429
"453 Saddle Horn CIR Roswell, GA 30076",Elfrieda Larsen,female,49,34.06266401031553,-84.3555135441463
"8603 Hope Vine Roswell, GA 30076",Ulysses Jacobs,male,48,34.067715016327426,-84.35975242040864
"202 Saddle Creek DR Roswell, GA 30076",Theo Hewitt,female,49,34.06692127720372,-84.34407043592897
"504 Rounsaville RD Roswell, GA 30076",Diedre Maldonado,female,21,34.06721763126046,-84.36070703779114
"744 Saddle Ridge TRCE Roswell, GA 30076",Rosia Cooper,female,38,34.072378631915925,-84.34703449619549
"101 Rounsaville CT Roswell, GA 30076",Glenn Moss,male,51,34.067083579807125,-84.36017456015264
"341 Saddle Lake DR Roswell, GA 30076",Janessa Ford,female,10,34.066220810064486,-84.35366750094781
"732 Saddle Ridge TRCE Roswell, GA 30076",Indira Lancaster,female,16,34.07238228777019,-84.3474425809279
"331 Saddle Creek CIR Roswell, GA 30076",Kathyrn Watts,female,66,34.07136874497899,-84.35084748205145
"216 Saddle Lake DR Roswell, GA 30076",Mickey Jackson,male,36,34.069641372445105,-84.35446243377704
"429 Saddle Horn CIR Roswell, GA 30076",Tuyet Burt,female,66,34.06267030450146,-84.35639000953671
"625 Saddle Creek CIR Roswell, GA 30076",Dennis Hopkins,female,24,34.06304255006085,-84.34447036066712
"522 Saddle Creek DR Roswell, GA 30076",Lashandra Howell,female,55,34.06960751183683,-84.34933959398937
"891 Saddle Ridge TRCE Roswell, GA 30076",Ali Sloan,male,51,34.07050434585291,-84.34399995150126
"308 Saddle Lake DR Roswell, GA 30076",Carmine Ingram,male,26,34.06714385534767,-84.35404539594872
"922 Saddle Ridge TRCE Roswell, GA 30076",Roni Hubbard,female,15,34.07045025716752,-84.34388949196556
"302 Saddle Horn CIR Roswell, GA 30076",Alvin Ballard,male,59,34.0640619577685,-84.35962392698931
"344 Saddle Horn CIR Roswell, GA 30076",Jaye Sloan,female,50,34.06283161116889,-84.35899901641034
"244 Hedge Row HOLW Roswell, GA 30076",Sharice Mcmillan,female,6,34.063852376087745,-84.35556876552157
"238 Saddle Creek DR Roswell, GA 30076",Ali Graham,female,31,34.067983395638784,-84.3440622457557
"542 Saddle Creek CIR Roswell, GA 30076",Annett Dominguez,female,61,34.06533208598126,-84.34698789943405
"8605 Hope Vine Roswell, GA 30076",Benton Thomas,male,52,34.06785391118931,-84.35954337304503
"721 Saddle Ridge TRCE Roswell, GA 30076",Kermit Wilder,male,36,34.072241340427176,-84.34711841660095
"224 Hedge Row HOLW Roswell, GA 30076",Rodrigo Howe,male,18,34.06339578621649,-84.35541283825073
"208 Saddle Horn CIR Roswell, GA 30076",Dong Ryan,male,66,34.06629929580514,-84.35697953720769
"243 Saddle Creek DR Roswell, GA 30076",Chun Whitney,female,19,34.06806516506968,-84.34394603552323
"147 Saddle Lake DR Roswell, GA 30076",Perry Berry,male,50,34.07037348213413,-84.35241007103474
"706 Saddle Creek CIR Roswell, GA 30076",Grant Jacobson,male,35,34.063797170388106,-84.34419773549783
"8526 Hope Vine Roswell, GA 30076",Freeman Mendoza,male,32,34.06757698367257,-84.35982384697483
"737 Saddle Creek CIR Roswell, GA 30076",Hiedi Stokes,female,64,34.064575773853356,-84.34409366790159
"638 Rounsaville RD Roswell, GA 30076",Andy Ryan,male,67,34.065810306531056,-84.35537223058846
"548 Rounsaville RD Roswell, GA 30076",Allan Hammond,male,64,34.0672020159115,-84.35886204761252
"240 Saddle Creek DR Roswell, GA 30076",Quincy Church,male,58,34.068077612268446,-84.34403515684667
"234 Saddle Horn CIR Roswell, GA 30076",Micheal Ruiz,male,9,34.06562398525601,-84.3579456323619
"8614 Hope Vine Roswell, GA 30076",Lewis Cook,female,59,34.067715016327426,-84.35961913333419
"765 Rounsaville RD Roswell, GA 30076",Gearldine Everett,female,10,34.06461905880341,-84.35054933317
"123 Glenclairn CT Roswell, GA 30076",Benjamin Rice,male,15,34.068554455201586,-84.35302779055398
"343 Saddle Creek CIR Roswell, GA 30076",Abe Delgado,male,14,34.071103266752836,-84.35063816268082
"306 Saddle Creek LN Roswell, GA 30076",Frankie Lang,male,47,34.067730323482664,-84.34614353122362
"701 Saddle Creek CIR Roswell, GA 30076",Antonia Patrick,male,35,34.06364248249822,-84.34408415817538
"844 Saddle Ridge TRCE Roswell, GA 30076",Fidela Evans,female,50,34.07178541339359,-84.34388486549115
"105 Rounsaville CT Roswell, GA 30076",Marin Haney,female,66,34.06698930391252,-84.36019930319138
"823 Saddle Ridge TRCE Roswell, GA 30076",Quincy Edwards,male,63,34.071156975327405,-84.34399231417214
"718 Saddle Creek CIR Roswell, GA 30076",Jacelyn Nunez,female,29,34.06410461559461,-84.34419515192467
"620 Saddle Creek CIR Roswell, GA 30076",Luther Woodward,male,30,34.06365625784959,-84.34564639551398
"535 Saddle Creek DR Roswell, GA 30076",Dewitt Simon,male,30,34.06968803348778,-84.34947086575866
"142 Saddle Creek DR Roswell, GA 30076",Cody Fitzgerald,male,23,34.06633934459198,-84.34584504008278
"449 Saddle Creek DR Roswell, GA 30076",Wilfred Myers,male,65,34.0698997017927,-84.34895964110734
